0\Breidablik\\0\0\0\Weapon\Summon Gun Users Only\Kiran\Fires Heroes\-\Kiran; -; -; -; -\Kiran; -; -; -; -\Weapon, Purple, Gun\0,0,0,0,0\\Chill Breidablik\
500772\Flier Guidance\2\120\-\-\Passive(C), Seal\Fliers Only\-\If unit has __>__ 50% HP, flying allies within 2 spaces can move to a space adjacent to unit.\*Flier Guidance 1*\-; -; -; -; -\-; -; -; Hinoka(Wings), Marisa(Bunny); -\Passive, C, Seal, Move, Flight\\\\
500773\Flier Guidance\3\240\-\-\Passive(C), Seal\Fliers Only\-\Flying allies within 2 spaces can move to a space adjacent to unit.\*Flier Guidance 2*\-; -; -; -; -\-; -; -; -; Hinoka(Wings), Marisa(Bunny)\Passive, C, Seal, Move, Flight\\\\
500780\Odd Atk Wave\example\240\-\scarlet\Passive(C)\Everyone\-\At start of odd-numbered turns, grants Atk+`2/4/6` to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\-\-; -; -; -; -\-; -; -; Alm(Saint), Ephraim(Dynastic), Laevatein(Summer), Loki; Ishtar, Lewyn, Skittles\Passive, C, Wave, Atk, Odd\\\\
500781\Odd Atk Wave\1\60\-\Scarlet 20 100 20\Passive(C)\Everyone\-\At start of odd-numbered turns, grants Atk+2 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\-\-; -; -; -; -\Alm(Saint), Ephraim(Dynastic), Laevatein(Summer), Loki; -; Ishtar, Lewyn, Skittles; -; -\Passive, C, Wave, Atk, Odd\\\\
500782\Odd Atk Wave\2\120\-\Scarlet 60 200 50\Passive(C)\Everyone\-\At start of odd-numbered turns, grants Atk+4 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Odd Atk Wave 1*\-; -; -; -; -\-; Alm(Saint), Ephraim(Dynastic), Laevatein(Summer), Loki; -; Ishtar, Lewyn, Skittles; -\Passive, C, Wave, Atk, Odd\\\\
500783\Odd Atk Wave\3\240\-\Scarlet 400 1000 100\Passive(C)\Everyone\-\At start of odd-numbered turns, grants Atk+6 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Odd Atk Wave 2*\-; -; -; -; -\-; -; -; Alm(Saint), Ephraim(Dynastic), Laevatein(Summer), Loki; Ishtar, Lewyn, Skittles\Passive, C, Wave, Atk, Odd\\\\
500790\Odd Spd Wave\example\240\-\azure\Passive(C)\Everyone\-\At start of odd-numbered turns, grants Spd+`2/4/6` to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\-\-; -; -; -; -\-; -; -; Rolf(Halloween); Byleth(M), Laevatein, Yarne\Passive, C, Wave, Spd, Odd\\\\
500791\Odd Spd Wave\1\60\-\Azure 20 100 20\Passive(C)\Everyone\-\At start of odd-numbered turns, grants Spd+2 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\-\-; -; -; -; -\Rolf(Halloween); -; Byleth(M), Laevatein, Yarne; -; -\Passive, C, Wave, Spd, Odd\\\\
500792\Odd Spd Wave\2\120\-\Azure 60 200 50\Passive(C)\Everyone\-\At start of odd-numbered turns, grants Spd+4 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Odd Spd Wave 1*\-; -; -; -; -\-; Rolf(Halloween); -; Byleth(M), Laevatein, Yarne; -\Passive, C, Wave, Spd, Odd\\\\
500793\Odd Spd Wave\3\240\-\Azure 400 1000 100\Passive(C)\Everyone\-\At start of odd-numbered turns, grants Spd+6 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Odd Spd Wave 2*\-; -; -; -; -\-; -; -; Rolf(Halloween); Byleth(M), Laevatein, Yarne\Passive, C, Wave, Spd, Odd\\\\
500800\Odd Def Wave\example\240\-\verdant\Passive(C)\Everyone\-\At start of odd-numbered turns, grants Def+`2/4/6` to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\-\-; -; -; -; -\-; -; -; Eirika(Graceful), Haar, Ryoma(Bath); FrozenHelm, Xander(Festival)\Passive, C, Wave, Def, Odd\\\\
500801\Odd Def Wave\1\60\-\Verdant 20 100 20\Passive(C)\Everyone\-\At start of odd-numbered turns, grants Def+2 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\-\-; -; -; -; -\Eirika(Graceful), Haar, Ryoma(Bath); -; FrozenHelm, Xander(Festival); -; -\Passive, C, Wave, Def, Odd\\\\
500802\Odd Def Wave\2\120\-\Verdant 60 200 50\Passive(C)\Everyone\-\At start of odd-numbered turns, grants Def+4 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Odd Def Wave 1*\-; -; -; -; -\-; Eirika(Graceful), Haar, Ryoma(Bath); -; FrozenHelm, Xander(Festival); -\Passive, C, Wave, Def, Odd\\\\
500803\Odd Def Wave\3\240\-\Verdant 400 1000 100\Passive(C)\Everyone\-\At start of odd-numbered turns, grants Def+6 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Odd Def Wave 2*\-; -; -; -; -\-; -; -; Eirika(Graceful), Haar, Ryoma(Bath); FrozenHelm, Xander(Festival)\Passive, C, Wave, Def, Odd\\\\
500810\Odd Res Wave\example\240\-\transparent\Passive(C)\Everyone\-\At start of odd-numbered turns, grants Res+`2/4/6` to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\-\-; -; -; -; -\-; -; -; Aversa, Berkut(Fallen), Mercedes; Takumi(Summer)\Passive, C, Wave, Res, Odd\\\\
500811\Odd Res Wave\1\60\-\Transparent 20 100 20\Passive(C)\Everyone\-\At start of odd-numbered turns, grants Res+2 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\-\-; -; -; -; -\Aversa, Berkut(Fallen), Mercedes; -; Takumi(Summer); -; -\Passive, C, Wave, Res, Odd\\\\
500812\Odd Res Wave\2\120\-\Transparent 60 200 50\Passive(C)\Everyone\-\At start of odd-numbered turns, grants Res+4 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Odd Res Wave 1*\-; -; -; -; -\-; Aversa, Berkut(Fallen), Mercedes; -; Takumi(Summer); -\Passive, C, Wave, Res, Odd\\\\
500813\Odd Res Wave\3\240\-\Transparent 400 1000 100\Passive(C)\Everyone\-\At start of odd-numbered turns, grants Res+6 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Odd Res Wave 2*\-; -; -; -; -\-; -; -; Aversa, Berkut(Fallen), Mercedes; Takumi(Summer)\Passive, C, Wave, Res, Odd\\\\
500820\Atk/Spd Ploy\example\120\-\azure\Passive(C)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk/Spd-`3/4` until the end of foe's next action.\*Atk Ploy 1* or *Spd Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\\\\
500821\Atk/Spd Ploy\1\60\-\Azure 60 200 50\Passive(C)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk/Spd-3 until the end of foe's next action.\*Atk Ploy 1* or *Spd Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\\\\
500822\Atk/Spd Ploy\2\120\-\Azure 400 1000 100\Passive(C)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk/Spd-4 until the end of foe's next action.\*Atk/Spd Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\\\\
500830\Atk/Def Ploy\example\120\-\verdant\Passive(C)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk/Def-`3/4` until the end of foe's next action.\*Atk Ploy 1* or *Def Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\\\\
500831\Atk/Def Ploy\1\60\-\Verdant 60 200 50\Passive(C)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk/Def-3 until the end of foe's next action.\*Atk Ploy 1* or *Def Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\\\\
500832\Atk/Def Ploy\2\120\-\Verdant 400 1000 100\Passive(C)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk/Def-4 until the end of foe's next action.\*Atk/Def Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\\\\
500840\Atk/Res Ploy\example\120\-\transparent\Passive(C)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk/Res-`3/4` until the end of foe's next action.\*Atk Ploy 1* or *Res Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\\\\
500841\Atk/Res Ploy\1\60\-\Transparent 60 200 50\Passive(C)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk/Res-3 until the end of foe's next action.\*Atk Ploy 1* or *Res Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\\\\
500842\Atk/Res Ploy\2\120\-\Transparent 400 1000 100\Passive(C)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk/Res-4 until the end of foe's next action.\*Atk/Res Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\\\\
500850\Spd/Def Ploy\example\120\-\verdant\Passive(C)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Spd/Def-`3/4` until the end of foe's next action.\*Spd Ploy 1* or *Def Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\\\\
500851\Spd/Def Ploy\1\60\-\Verdant 60 200 50\Passive(C)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Spd/Def-3 until the end of foe's next action.\*Spd Ploy 1* or *Def Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\\\\
500852\Spd/Def Ploy\2\120\-\Verdant 400 1000 100\Passive(C)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Spd/Def-4 until the end of foe's next action.\*Spd/Def Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\\\\
500860\Spd/Res Ploy\example\120\-\transparent\Passive(C), Passive(W)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Spd/Res-`3/4` until the end of foe's next action.\*Spd Ploy 1* or *Res Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\Reese's Tome\\\
500861\Spd/Res Ploy\1\60\-\Transparent 60 200 50\Passive(C)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Spd/Res-3 until the end of foe's next action.\*Spd Ploy 1* or *Res Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\\\\
500862\Spd/Res Ploy\2\120\-\Transparent 400 1000 100\Passive(C), Passive(W)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Spd/Res-4 until the end of foe's next action.\*Spd/Res Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\Reese's Tome\\\
500870\Def/Res Ploy\example\120\-\transparent\Passive(C)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Def/Res-`3/4` until the end of foe's next action.\*Def Ploy 1* or *Res Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\\\\
500871\Def/Res Ploy\1\60\-\Transparent 60 200 50\Passive(C)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Def/Res-3 until the end of foe's next action.\*Def Ploy 1* or *Res Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\\\\
500872\Def/Res Ploy\2\120\-\Transparent 400 1000 100\Passive(C)\Everyone\-\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Def/Res-4 until the end of foe's next action.\*Def/Res Ploy 1*\-; -; -; -; -\-; -; -; -; -\Passive, C, Ploy\\\\
500880\Even Atk Wave\example\240\-\scarlet\Passive(C), Passive(W)\Everyone\-\At start of even-numbered turns, grants Atk+`2/4/6` to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\-\-; -; -; -; -\-; -; -; Byleth(F), Delthea(Fallen), Kagero(Halloween); Tibarn\Passive, C, Wave, Atk, Even\Iris's Tome\\\
500881\Even Atk Wave\1\60\-\Scarlet 20 100 20\Passive(C)\Everyone\-\At start of even-numbered turns, grants Atk+2 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\-\-; -; -; -; -\Byleth(F), Delthea(Fallen), Kagero(Halloween); -; Tibarn; -; -\Passive, C, Wave, Atk, Even\\\\
500882\Even Atk Wave\2\120\-\Scarlet 60 200 50\Passive(C)\Everyone\-\At start of even-numbered turns, grants Atk+4 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Even Atk Wave 1*\-; -; -; -; -\-; Byleth(F), Delthea(Fallen), Kagero(Halloween); -; Tibarn; -\Passive, C, Wave, Atk, Even\\\\
500883\Even Atk Wave\3\240\-\Scarlet 400 1000 100\Passive(C), Passive(W)\Everyone\-\At start of even-numbered turns, grants Atk+6 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Even Atk Wave 2*\-; -; -; -; -\-; -; -; Byleth(F), Delthea(Fallen), Kagero(Halloween); Tibarn\Passive, C, Wave, Atk, Even\Iris's Tome\\\
500890\Even Spd Wave\example\240\-\azure\Passive(C)\Everyone\-\At start of even-numbered turns, grants Spd+`2/4/6` to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\-\-; -; -; -; -\-; -; -; Ike(Valentines); Karla\Passive, C, Wave, Spd, Even\\\\
500891\Even Spd Wave\1\60\-\Azure 20 100 20\Passive(C)\Everyone\-\At start of even-numbered turns, grants Spd+2 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\-\-; -; -; -; -\Ike(Valentines); -; Karla; -; -\Passive, C, Wave, Spd, Even\\\\
500892\Even Spd Wave\2\120\-\Azure 60 200 50\Passive(C)\Everyone\-\At start of even-numbered turns, grants Spd+4 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Even Spd Wave 1*\-; -; -; -; -\-; Ike(Valentines); -; Karla; -\Passive, C, Wave, Spd, Even\\\\
500893\Even Spd Wave\3\240\-\Azure 400 1000 100\Passive(C)\Everyone\-\At start of even-numbered turns, grants Spd+6 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Even Spd Wave 2*\-; -; -; -; -\-; -; -; Ike(Valentines); Karla\Passive, C, Wave, Spd, Even\\\\
500900\Even Def Wave\example\240\-\verdant\Passive(C), Seal\Everyone\-\At start of even-numbered turns, grants Def+`2/4/6` to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\-\-; -; -; -; -\-; -; -; Laevatein(Winter), Ylgr(Summer); Silas\Passive, C, Seal, Wave, Def, Even\\\\
500901\Even Def Wave\1\60\-\Verdant 20 100 20\Passive(C), Seal\Everyone\-\At start of even-numbered turns, grants Def+2 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\-\-; -; -; -; -\Laevatein(Winter), Ylgr(Summer); -; Silas; -; -\Passive, C, Seal, Wave, Def, Even\\\\
500902\Even Def Wave\2\120\-\Verdant 60 200 50\Passive(C), Seal\Everyone\-\At start of even-numbered turns, grants Def+4 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Even Def Wave 1*\-; -; -; -; -\-; Laevatein(Winter), Ylgr(Summer); -; Silas; -\Passive, C, Seal, Wave, Def, Even\\\\
500903\Even Def Wave\3\240\-\Verdant 400 1000 100\Passive(C), Seal\Everyone\-\At start of even-numbered turns, grants Def+6 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Even Def Wave 2*\-; -; -; -; -\-; -; -; Laevatein(Winter), Ylgr(Summer); Silas\Passive, C, Seal, Wave, Def, Even\\\\
500910\Even Res Wave\example\240\-\transparent\Passive(C), Seal\Everyone\-\At start of even-numbered turns, grants Res+`2/4/6` to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\-\-; -; -; -; -\-; -; -; Fjorm(Winter), Hector(Brave), Selkie, Ursula(Summer); -\Passive, C, Wave, Res, Wave\\\\
500911\Even Res Wave\1\60\-\Transparent 20 100 20\Passive(C), Seal\Everyone\-\At start of even-numbered turns, grants Res+2 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\-\-; -; -; -; -\Fjorm(Winter), Hector(Brave), Selkie, Ursula(Summer); -; -; -; -\Passive, C, Wave, Res, Wave\\\\
500912\Even Res Wave\2\120\-\Transparent 60 200 50\Passive(C), Seal\Everyone\-\At start of even-numbered turns, grants Res+4 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Even Res Wave 1*\-; -; -; -; -\-; Fjorm(Winter), Hector(Brave), Selkie, Ursula(Summer); -; -; -\Passive, C, Wave, Res, Wave\\\\
500913\Even Res Wave\3\240\-\Transparent 400 1000 100\Passive(C), Seal\Everyone\-\At start of even-numbered turns, grants Res+6 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Even Res Wave 2*\-; -; -; -; -\-; -; -; Fjorm(Winter), Hector(Brave), Selkie, Ursula(Summer); -\Passive, C, Wave, Res, Wave\\\\
500920\Infantry Rush\example\240\-\-\Passive(C)\Infantry Only\-\Infantry allies within 2 spaces gain: "If unit's Atk - foe's Atk __>__ `5/3/1`, unit gains Special cooldown charge +1 per attack.  (If using other similar skill, only highest value applied.)"\-\-; -; -; -; -\-; -; -; -; Brady, Mikoto, Noire(Summer)\Passive, C, Cooldown, Rush, Bladeskill, Skillgift\\\\
500921\Infantry Rush\1\60\-\-\Passive(C)\Infantry Only\-\Infantry allies within 2 spaces gain: "If unit's Atk - foe's Atk __>__ 5, unit gains Special cooldown charge +1 per attack.  (If using other similar skill, only highest value applied.)"\-\-; -; -; -; -\-; -; Brady, Mikoto, Noire(Summer); -; -\Passive, C, Cooldown, Rush, Bladeskill, Skillgift\\\\
500922\Infantry Rush\2\120\-\-\Passive(C)\Infantry Only\-\Infantry allies within 2 spaces gain: "If unit's Atk - foe's Atk __>__ 3, unit gains Special cooldown charge +1 per attack.  (If using other similar skill, only highest value applied.)"\*Infantry Rush 1*\-; -; -; -; -\-; -; -; Brady, Mikoto, Noire(Summer); -\Passive, C, Cooldown, Rush, Bladeskill, Skillgift\\\\
500923\Infantry Rush\3\240\-\-\Passive(C)\Infantry Only\-\Infantry allies within 2 spaces gain: "If unit's Atk - foe's Atk __>__ 1, unit gains Special cooldown charge +1 per attack.  (If using other similar skill, only highest value applied.)"\*Infantry Rush 2*\-; -; -; -; -\-; -; -; -; Brady, Mikoto, Noire(Summer)\Passive, C, Cooldown, Rush, Bladeskill, Skillgift\\\\
500930\Ostia's Pulse\-\300\-\-\Passive(C)\Axe Users Only\Hector(Marquess)\At start of turn 1, grants Special cooldown count-1 to all allies.  Granted only if those allies' movement types on current team __<__ 2.\-\-; -; -; -; -\-; -; -; -; Hector(Marquess)\Passive, C, Blessing, Tactic, Cooldown, Pulse\\\\
500940\Dragon Valor\example\120\-\-\Passive(C)\Axe Users Only\-\If unit survives, unit gets `1.5x/1.5x/2x` SP.  If skill is T2 or higher, this effect is also applied to other dragons on team  (If similar skill effects also used, only highest multiplier applied.)\-\-; -; -; -; -\-; -; -; Nagi, Tiki(Young)(Summer); -\Passive, C, Valor\\\\
500941\Dragon Valor\1\30\-\-\Passive(C)\Axe Users Only\-\If unit survives and uses a dragonstone, unit gets 1.5x SP. (If similar skill effects also used, only highest multiplier applied.)\-\-; -; -; -; -\Nagi, Tiki(Young)(Summer); -; -; -; -\Passive, C, Valor\\\\
500942\Dragon Valor\2\60\-\-\Passive(C)\Axe Users Only\-\If unit survives, all dragonstone users on team get 1.5x SP. (If similar skill effects also used, only highest multiplier applied.)\*Dragon Valor 1*\-; -; -; -; -\-; Nagi, Tiki(Young)(Summer); -; -; -\Passive, C, Valor\\\\
